,Chapter,Verse,Sanskrit,Transliteration
77,2,43,"
भोगैश्वर्यप्रसक्तानां तयापहृतचेतसाम्  व्यवसायात्मिका बुद्धि: समाधौ न विधीयते      
","
bhogaiśwvarya prasaktānāṁ tayāpahṛita chetasāmvyavasāyātmikā buddhiḥ samādhau na vidhīyate
"
78,2,44,"
त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन  निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान्      
","
trai guṇya viṣhayā vedā nistrai guṇyo bhavārjunanirdvandvo nitya sattva stho niryoga kṣhema ātmavān
"
79,2,45,"
यावानर्थ उदपाने सर्वत: सम्प्लुतोदके  तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानत:      
","
yāvān artha udapāne sarvataḥ samplutodaketāvānsarveṣhu vedeṣhu brāhmaṇasya vijānataḥ
"
80,2,46,"
कर्मण्येवाधिकारस्ते मा फलेषु कदाचन  मा कर्मफलहेतुर्भूर्मा ते सङ्गोऽस्त्वकर्मणि       
","
karmaṇy evādhikāras te mā phaleṣhu kadāchanamā karma phala hetur bhūr mā te saṅgo ’stvakarmaṇi
"
81,2,47,"
योगस्थ: कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय  सिद्ध्यसिद्ध्यो: समो भूत्वा समत्वं योग उच्यते      
","
yoga sthaḥ kuru karmāṇi saṅgaṁ tyaktvā dhanañjayasiddhy asiddhyoḥ samo bhūtvā samatvaṁ yoga uchyate
"
82,2,48,"
दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय  बुद्धौ शरणमन्विच्छ कृपणा: फलहेतव:      
","
dūreṇa hy avaraṁ karma buddhi yogād dhanañjayabuddhau śharaṇam anvichchha kṛipaṇāḥ phala hetavaḥ
"
83,2,49,"
बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते  तस्माद्योगाय युज्यस्व योग: कर्मसु कौशलम्      
","
buddhi yukto jahātīha ubhe sukṛita duṣhkṛitetasmād yogāya yujyasva yogaḥ karmasu kauśhalam
"
84,2,50,"
कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिण:  जन्मबन्धविनिर्मुक्ता: पदं गच्छन्त्यनामयम्      
","
karma jaṁ buddhi yuktā hi phalaṁ tyaktvā manīṣhiṇaḥjanma bandha vinirmuktāḥ padaṁ gachchhanty anāmayam
"
85,2,51,"
यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति  तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च      
","
yadā te moha kalilaṁ buddhir vyatitariṣhyatitadā gantāsi nirvedaṁ śhrotavyasya śhrutasya cha
"
86,2,52,"
श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला  समाधावचला बुद्धिस्तदा योगमवाप्स्यसि      
","
śhruti vipratipannā te yadā sthāsyati niśhchalāsamādhāv achalā buddhis tadā yogam avāpsyasi
"
87,2,53,"
अर्जुन उवाच  स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव  स्थितधी: किं प्रभाषेत किमासीत व्रजेत किम्      
","
arjuna uvāchasthita prajñasya kā bhāṣhā samādhi sthasya keśhavasthita dhīḥ kiṁ prabhāṣheta kim āsīta vrajeta kim
"
88,2,54,"
श्रीभगवानुवाच  प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान्  आत्मन्येवात्मना तुष्ट: स्थितप्रज्ञस्तदोच्यते      
","
śhrī bhagavān uvāchaprajahāti yadā kāmān sarvān pārtha mano gatānātmany evātmanā tuṣhṭaḥ sthita prajñas tadochyate
"
89,2,55,"
दु:खेष्वनुद्विग्नमना: सुखेषु विगतस्पृह:  वीतरागभयक्रोध: स्थितधीर्मुनिरुच्यते      
","
duḥkheṣhv anudvigna manāḥ sukheṣhu vigata spṛihaḥvīta rāga bhaya krodhaḥ sthita dhīr munir uchyate
"
90,2,56,"
य: सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम्  नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता      
","
yaḥ sarvatrānabhisnehas tat tat prāpya śhubhāśhubhamnābhinandati na dveṣhṭi tasya prajñā pratiṣhṭhitā
"
91,2,57,"
यदा संहरते चायं कूर्मोऽङ्गानीव सर्वश:  इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता      
","
yadā sanharate chāyaṁ kūrmo ’ṅgānīva sarvaśhaḥindriyāṇīndriyārthebhyas tasya prajñā pratiṣhṭhitā
"
92,2,58,"
विषया विनिवर्तन्ते निराहारस्य देहिन:  रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते      
","
viṣhayā vinivartante nirāhārasya dehinaḥrasa varjaṁ raso ’pyasya paraṁ dṛiṣhṭvā nivartate
"
93,2,59,"
यततो ह्यपि कौन्तेय पुरुषस्य विपश्चित:  इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मन:      
","
yatato hyapi kaunteya puruṣhasya vipaśhchitaḥindriyāṇi pramāthīni haranti prasabhaṁ manaḥ
"
94,2,60,"
तानि सर्वाणि संयम्य युक्त आसीत मत्पर:  वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता      
","
tāni sarvāṇi sanyamya yukta āsīta mat paraḥvaśhe hi yasyendriyāṇi tasya prajñā pratiṣhṭhitā
"
95,2,61,"
ध्यायतो विषयान्पुंस: सङ्गस्तेषूपजायते  सङ्गात्सञ्जायते काम: कामात्क्रोधोऽभिजायते      
","
dhyāyato viṣhayān puṁsaḥ saṅgas teṣhūpajāyatesaṅgāt sañjāyate kāmaḥ kāmāt krodho ’bhijāyate
"
96,2,62,"
क्रोधाद्भवति सम्मोह: सम्मोहात्स्मृतिविभ्रम:  स्मृतिभ्रंशाद् बुद्धिनाशो बुद्धिनाशात्प्रणश्यति      
","
krodhād bhavati sammohaḥ sammohāt smṛiti vibhramaḥsmṛiti bhranśhād buddhi nāśho buddhi nāśhāt praṇaśhyati
"
97,2,63,"
रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन्  आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति      
","
rāga dveṣha viyuktais tu viṣhayān indriyaiśh charanātma vaśhyair vidheyātmā prasādam adhigachchhati
"
98,2,64,"
प्रसादे सर्वदु:खानां हानिरस्योपजायते  प्रसन्नचेतसो ह्याशु बुद्धि: पर्यवतिष्ठते      
","
prasāde sarva duḥkhānāṁ hānir asyopajāyateprasanna chetaso hyāśhu buddhiḥ paryavatiṣhṭhate
"
99,2,65,"
नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना  न चाभावयत: शान्तिरशान्तस्य कुत: सुखम्      
","
nāsti buddhir ayuktasya na chāyuktasya bhāvanāna chābhāvayataḥ śhāntir aśhāntasya kutaḥ sukham
"
100,2,66,"
इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते  तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि      
","
indriyāṇāṁ hi charatāṁ yan mano ’nuvidhīyatetadasya harati prajñāṁ vāyur nāvam ivāmbhasi
"
101,2,67,"
तस्माद्यस्य महाबाहो निगृहीतानि सर्वश:  इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता      
","
tasmād yasya mahā bāho nigṛihītāni sarvaśhaḥindriyāṇīndriyārthebhyas tasya prajñā pratiṣhṭhitā
"
102,2,68,"
या निशा सर्वभूतानां तस्यां जागर्ति संयमी  यस्यां जाग्रति भूतानि सा निशा पश्यतो मुने:      
","
yā niśhā sarva bhūtānāṁ tasyāṁ jāgarti sanyamīyasyāṁ jāgrati bhūtāni sā niśhā paśhyato muneḥ
"
103,2,69,"
आपूर्यमाणमचलप्रतिष्ठंसमुद्रमाप: प्रविशन्ति यद्वत्  तद्वत्कामा यं प्रविशन्ति सर्वेस शान्तिमाप्नोति न कामकामी      
","
āpūryamāṇam achala pratiṣhṭhaṁsamudram āpaḥ praviśhanti yadvattadvat kāmā yaṁ praviśhanti sarvesa śhāntim āpnoti na kāma kāmī
"
104,2,70,"
विहाय कामान्य: सर्वान्पुमांश्चरति नि:स्पृह:  निर्ममो निरहङ्कार: स शान्तिमधिगच्छति      
","
vihāya kāmān yaḥ sarvān pumānśh charati niḥspṛihaḥnirmamo nirahankāraḥ sa śhāntim adhigachchhati
"
105,2,71,"
एषा ब्राह्मी स्थिति: पार्थ नैनां प्राप्य विमुह्यति  स्थित्वास्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति      
","
eṣhā brāhmī sthitiḥ pārtha naināṁ prāpya vimuhyatisthitvāsyām anta kāle ’pi brahma nirvāṇam ṛichchhati
"
106,3,1,"
अर्जुन उवाच  ज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन  तत्किं कर्मणि घोरे मां नियोजयसि केशव      व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे  तदेकं वद निश्चित्य येन श्रेयोऽहमाप्नुयाम्      
","
arjuna uvāchajyāyasī chet karmaṇas te matā buddhir janārdanatat kiṁ karmaṇi ghore māṁ niyojayasi keśhavavyāmiśhreṇeva vākyena buddhiṁ mohayasīva metad ekaṁ vada niśhchitya yena śhreyo ’ham āpnuyām
"
